FraudDetected,CarValue,Age,YearsNoClaims
0,1,1,1
0,1,1,1
0,10,10,10
1,100,100,100
0,11,11,11
0,12,12,12
0,13,13,13
0,14,14,14
0,15,15,15
0,16,16,16
0,17,17,17
0,18,18,18
0,19,19,19
0,2,2,2
0,20,20,20
0,21,21,21
0,22,22,22
0,23,23,23
0,24,24,24
0,25,25,25
0,26,26,26
0,27,27,27
0,28,28,28
0,29,29,29
0,3,3,3
0,30,30,30
0,31,31,31
0,32,32,32
0,33,33,33
0,34,34,34
0,35,35,35
0,36,36,36
0,37,37,37
0,38,38,38
0,39,39,39
0,4,4,4
0,40,40,40
0,41,41,41
0,42,42,42
0,43,43,43
0,44,44,44
0,45,45,45
0,46,46,46
0,47,47,47
0,48,48,48
0,49,49,49
0,5,5,5
1,50,50,50
1,51,51,51
1,52,52,52
1,53,53,53
1,54,54,54
1,55,55,55
1,56,56,56
1,57,57,57
1,58,58,58
1,59,59,59
0,6,6,6
1,60,60,60
1,61,61,61
1,62,62,62
1,63,63,63
1,64,64,64
1,65,65,65
1,66,66,66
1,67,67,67
1,68,68,68
1,69,69,69
0,7,7,7
1,70,70,70
1,71,71,71
1,72,72,72
1,73,73,73
1,74,74,74
1,75,75,75
1,76,76,76
1,77,77,77
1,78,78,78
1,79,79,79
0,8,8,8
1,80,80,80
1,81,81,81
1,82,82,82
1,83,83,83
1,84,84,84
1,85,85,85
1,86,86,86
1,87,87,87
1,88,88,88
1,89,89,89
0,9,9,9
1,90,90,90
1,91,91,91
1,92,92,92
1,93,93,93
1,94,94,94
1,95,95,95
1,96,96,96
1,97,97,97
1,98,98,98
1,99,99,99
